method,q,PN_order,chi_eff_bin,chi_eff_mean,median_abs_delta_a,mean_abs_delta_a,p25_abs_delta_a,p75_abs_delta_a,n
Taylor,0.35,2PN,"(0.267, 0.4]",0.33372319688109153,0.8511620670676194,0.8516797055690174,0.8317079231409908,0.8676391296947653,42
Taylor,0.35,2PN,"(0.4, 0.533]",0.4618091775986512,0.8627605436821688,0.8598483428857652,0.8522879120728644,0.8682685022862726,37
Taylor,0.35,2PN,"(0.533, 0.667]",0.5910331384015594,0.8811591545909785,0.8809709144630476,0.8770291649892747,0.885461080026974,23
Taylor,0.35,2PN,"(0.667, 0.8]",0.7196881091617934,0.9012965330835456,0.9040531239111177,0.898101135922155,0.9107808496066785,12
Taylor,0.4,0PN,"(-0.801, -0.667]",-0.7133834586466167,4.175150683095617,4.1777851665747345,3.922622525721222,4.45224554948679,10
Taylor,0.4,0PN,"(-0.667, -0.533]",-0.5892121608368749,3.348021474091805,3.366048373430354,3.0612485668911207,3.651352392050544,23
Taylor,0.4,0PN,"(-0.533, -0.4]",-0.45926581158779306,2.765912326587924,2.788660489093333,2.488319611981038,3.053062315749971,34
Taylor,0.4,0PN,"(-0.4, -0.267]",-0.33082706766917297,2.299062280477112,2.3567452176478234,2.079021815709086,2.586825950772,44
Taylor,0.4,0PN,"(-0.267, -0.133]",-0.19849624060150378,1.9002045319949357,1.9346106793087927,1.7536450564802473,2.0882482563652727,44
Taylor,0.4,0PN,"(-0.133, 0.0]",-0.06616541353383464,1.6397300083703528,1.6650617680682522,1.5323852093303,1.7700776546367647,44
Taylor,0.4,0PN,"(0.0, 0.133]",0.06616541353383454,1.4570120919096703,1.4668806448613412,1.380987081455911,1.5493921666935306,44
Taylor,0.4,0PN,"(0.133, 0.267]",0.1984962406015037,1.328401587580665,1.3346095654027839,1.2739523213268373,1.3921727504747394,44
Taylor,0.4,0PN,"(0.267, 0.4]",0.3308270676691729,1.23666289650228,1.2380044500787917,1.1963935879350636,1.278359108375632,44
Taylor,0.4,0PN,"(0.4, 0.533]",0.459265811587793,1.1859702110319603,1.1898955394224144,1.166762119456454,1.2098375580577634,34
Taylor,0.4,0PN,"(0.533, 0.667]",0.5892121608368748,1.1553938355276046,1.1589854697527284,1.1480633957615358,1.1675590328195578,23
Taylor,0.4,0PN,"(0.667, 0.8]",0.7133834586466166,1.1382477854711965,1.1375114129711545,1.1323587813084746,1.1408704337460764,10
Taylor,0.4,1PN,"(-0.801, -0.667]",-0.7133834586466167,2.1945526232896357,2.1941468027383504,2.1068409475634065,2.2866289878306234,10
Taylor,0.4,1PN,"(-0.667, -0.533]",-0.5892121608368749,1.8884924442918551,1.8860395029780919,1.7719196339978311,1.998022270085146,23
Taylor,0.4,1PN,"(-0.533, -0.4]",-0.45926581158779306,1.638599595314797,1.6424046870425395,1.513422122232063,1.758932902808677,34
Taylor,0.4,1PN,"(-0.4, -0.267]",-0.33082706766917297,1.4181741916682309,1.4438175612458195,1.3119451080383193,1.5549227604529685,44
Taylor,0.4,1PN,"(-0.267, -0.133]",-0.19849624060150378,1.2177362851702536,1.2347588759466384,1.1451842103956387,1.3135707886184982,44
Taylor,0.4,1PN,"(-0.133, 0.0]",-0.06616541353383464,1.079674002769793,1.093804642355681,1.0234403502868847,1.1486155084221437,44
Taylor,0.4,1PN,"(0.0, 0.133]",0.06616541353383454,0.9833647271731968,0.988978309173227,0.9451434970974751,1.0312266825546363,44
Taylor,0.4,1PN,"(0.133, 0.267]",0.1984962406015037,0.9183605834802546,0.9213864249069161,0.8901139374884537,0.9485991123796462,44
Taylor,0.4,1PN,"(0.267, 0.4]",0.3308270676691729,0.8770999863770546,0.8768228773760669,0.8583928611498484,0.8948910412839701,44
Taylor,0.4,1PN,"(0.4, 0.533]",0.459265811587793,0.8588034621966183,0.8602390443611438,0.8544580546976398,0.865384967389358,34
Taylor,0.4,1PN,"(0.533, 0.667]",0.5892121608368748,0.8537636725113025,0.8533896927837271,0.851348960173232,0.8562493231194179,23
Taylor,0.4,1PN,"(0.667, 0.8]",0.7133834586466166,0.8537023658472689,0.8519628581156692,0.8488945225428502,0.854480156194365,10
Taylor,0.4,2PN,"(-0.801, -0.667]",-0.7133834586466167,1.6300961776450718,1.6275301410721839,1.5767879422628766,1.683968721804021,10
Taylor,0.4,2PN,"(-0.667, -0.533]",-0.5892121608368749,1.4654332152659215,1.4576836239119244,1.3826807101054421,1.5347407308844279,23
Taylor,0.4,2PN,"(-0.533, -0.4]",-0.45926581158779306,1.3150227284359748,1.3220903026629252,1.23019379939978,1.4144984593643324,34
Taylor,0.4,2PN,"(-0.4, -0.267]",-0.33082706766917297,1.189351309380002,1.210085097090313,1.1047243859661116,1.2990971778947127,44
Taylor,0.4,2PN,"(-0.267, -0.133]",-0.19849624060150378,1.0716724947952645,1.081034412591212,1.0076452095203816,1.1557349862625987,44
Taylor,0.4,2PN,"(-0.133, 0.0]",-0.06616541353383464,0.9969335718231922,0.9998861595983143,0.9493619728640803,1.0612752791567903,44
Taylor,0.4,2PN,"(0.0, 0.133]",0.06616541353383454,0.9316081256119014,0.9439192578135457,0.9031037731369245,0.9721558401373326,44
Taylor,0.4,2PN,"(0.133, 0.267]",0.1984962406015037,0.9114824330338708,0.9167132303147297,0.8869268558486252,0.9387872938744378,44
Taylor,0.4,2PN,"(0.267, 0.4]",0.3308270676691729,0.9074645089668132,0.9072077340435517,0.8911522177632527,0.9236838905811119,44
Taylor,0.4,2PN,"(0.4, 0.533]",0.459265811587793,0.9229974154210745,0.9205744896703806,0.9151844423490842,0.928167949457869,34
Taylor,0.4,2PN,"(0.533, 0.667]",0.5892121608368748,0.9411563603701288,0.9422681458464247,0.9361275083594046,0.9487415232777068,23
Taylor,0.4,2PN,"(0.667, 0.8]",0.7133834586466166,0.964825967302277,0.9665343152613834,0.9605056836589617,0.9704350478652669,10
Taylor,0.45,0PN,"(-0.801, -0.667]",-0.7154668279895141,3.617938694471417,3.6368616120111006,3.5124095110514624,3.7877970419664257,9
Taylor,0.45,0PN,"(-0.667, -0.533]",-0.5949356148993173,3.0386469280717607,3.02186234661949,2.8334836278286217,3.223887410853861,21
Taylor,0.45,0PN,"(-0.533, -0.4]",-0.4637738546994446,2.567867461966288,2.582745575484622,2.375339528697117,2.7738337056477143,33
Taylor,0.45,0PN,"(-0.4, -0.267]",-0.33209041412308204,2.186075030935068,2.2264596195613433,2.032107839156068,2.4239009068097848,44
Taylor,0.45,0PN,"(-0.267, -0.133]",-0.20036297640653364,1.8856559168448213,1.9118697051256952,1.7566894390337964,2.0589847907147707,46
Taylor,0.45,0PN,"(-0.133, 0.0]",-0.0667876588021779,1.6655284160921584,1.6780302370452551,1.5614187661144807,1.7697956156414723,46
Taylor,0.45,0PN,"(0.0, 0.133]",0.06678765880217781,1.4740258508181712,1.4894789870553977,1.41298232345704,1.56356088957617,46
Taylor,0.45,0PN,"(0.133, 0.267]",0.20036297640653353,1.3648666342264453,1.373941686235343,1.3132083627666602,1.425255930776804,46
Taylor,0.45,0PN,"(0.267, 0.4]",0.332090414123082,1.288804253657776,1.2908903384794181,1.2490914847110708,1.3237914536645912,44
Taylor,0.45,0PN,"(0.4, 0.533]",0.4637738546994445,1.2395091255823023,1.2420025111596626,1.2238644327602373,1.2599106415407126,33
Taylor,0.45,0PN,"(0.533, 0.667]",0.5949356148993173,1.2104495295849995,1.2127563279936342,1.2042203104124902,1.2195149164408234,21
Taylor,0.45,0PN,"(0.667, 0.8]",0.715466827989514,1.1922962999737017,1.1911018016078216,1.187964700158736,1.1948424997340226,9
Taylor,0.45,1PN,"(-0.801, -0.667]",-0.7154668279895141,2.028179718573828,2.0239892136601543,1.98025629572993,2.0764259048527145,9
Taylor,0.45,1PN,"(-0.667, -0.533]",-0.5949356148993173,1.784121475526506,1.7692418464742374,1.686968976363476,1.846949717084484,21
Taylor,0.45,1PN,"(-0.533, -0.4]",-0.4637738546994446,1.5653672119412856,1.5702564477839729,1.4856505598002272,1.659322254502599,33
Taylor,0.45,1PN,"(-0.4, -0.267]",-0.33209041412308204,1.3811945428862633,1.3979949549130604,1.3032601658986493,1.4954080575248563,44
Taylor,0.45,1PN,"(-0.267, -0.133]",-0.20036297640653364,1.2255899102441612,1.2384632340438044,1.1590296730571992,1.3137102632620254,46
Taylor,0.45,1PN,"(-0.133, 0.0]",-0.0667876588021779,1.1080601994838284,1.115504419246084,1.0530160319436974,1.1638160265977746,46
Taylor,0.45,1PN,"(0.0, 0.133]",0.06678765880217781,1.0071791661497045,1.0167534536324903,0.9764900181857685,1.056110144501662,46
Taylor,0.45,1PN,"(0.133, 0.267]",0.20036297640653353,0.9532254701100333,0.9590480229559717,0.9303700789382774,0.9836117663603626,46
Taylor,0.45,1PN,"(0.267, 0.4]",0.332090414123082,0.9207674499774078,0.9217079656966852,0.9050379905262574,0.9334517863514404,44
Taylor,0.45,1PN,"(0.4, 0.533]",0.4637738546994445,0.903252357947988,0.904368747783325,0.8997307282330693,0.9080844246572256,33
Taylor,0.45,1PN,"(0.533, 0.667]",0.5949356148993173,0.8984347624686766,0.89859157818532,0.8969697796436131,0.901666654634698,21
Taylor,0.45,1PN,"(0.667, 0.8]",0.715466827989514,0.8960629949399386,0.8970279497781942,0.8954666170054049,0.9009839846072544,9
Taylor,0.45,2PN,"(-0.801, -0.667]",-0.7154668279895141,1.5217290735093203,1.5223390486436523,1.4938076508654436,1.5531735796201906,9
Taylor,0.45,2PN,"(-0.667, -0.533]",-0.5949356148993173,1.3885913636386582,1.380822052113849,1.3333336128271216,1.4326335401039767,21
Taylor,0.45,2PN,"(-0.533, -0.4]",-0.4637738546994446,1.2740673639100917,1.2738631720927676,1.2024222369679445,1.336089957353659,33
Taylor,0.45,2PN,"(-0.4, -0.267]",-0.33209041412308204,1.1674993423910154,1.1804822945561155,1.1045040907766333,1.2536909881493865,44
Taylor,0.45,2PN,"(-0.267, -0.133]",-0.20036297640653364,1.0783013992055235,1.0900309995160038,1.0240690952344376,1.1442933215678557,46
Taylor,0.45,2PN,"(-0.133, 0.0]",-0.0667876588021779,1.0190449097315109,1.024051795722862,0.9771834667747343,1.067077760843038,46
Taylor,0.45,2PN,"(0.0, 0.133]",0.06678765880217781,0.965540890821788,0.9741057105973172,0.9377279770999228,0.9999368048587247,46
Taylor,0.45,2PN,"(0.133, 0.267]",0.20036297640653353,0.9511000583655134,0.9563694942335342,0.9337124880825137,0.9774423129757736,46
Taylor,0.45,2PN,"(0.267, 0.4]",0.332090414123082,0.9538088417586306,0.9538748187456264,0.9393845646029202,0.9679429449590734,44
Taylor,0.45,2PN,"(0.4, 0.533]",0.4637738546994445,0.9700414138854924,0.9679144962975703,0.9623733879814425,0.975051815506916,33
Taylor,0.45,2PN,"(0.533, 0.667]",0.5949356148993173,0.99122760739278,0.9916294534014133,0.985778660531702,0.9984763356027956,21
Taylor,0.45,2PN,"(0.667, 0.8]",0.715466827989514,1.014808846144497,1.0157953820769796,1.0093874765609945,1.0201959057993744,9
Taylor,0.5,0PN,"(-0.801, -0.667]",-0.7282651072124756,3.316038178059747,3.3501853809351063,3.225571980550875,3.488669059723453,9
Taylor,0.5,0PN,"(-0.667, -0.533]",-0.5968253968253968,2.8282923936537263,2.818520125776485,2.6711232905719497,2.963690253627876,21
Taylor,0.5,0PN,"(-0.533, -0.4]",-0.45902992776057794,2.4063177385681334,2.4172026463871985,2.2747064735590876,2.575876929313472,34
Taylor,0.5,0PN,"(-0.4, -0.267]",-0.33093259464450603,2.134927345644427,2.1527981958718887,2.0082604063483465,2.2975842257759274,38
Taylor,0.5,0PN,"(-0.267, -0.133]",-0.208187134502924,1.8793730775081021,1.9052278995979721,1.7784387042967147,2.019095546383167,48
Taylor,0.5,0PN,"(-0.133, 0.0]",-0.07017543859649127,1.6651976533347115,1.6791545579955232,1.579095618165195,1.7613146946610958,50
Taylor,0.5,0PN,"(0.0, 0.133]",0.07017543859649118,1.506448601984185,1.5170515485095912,1.4467327790936173,1.5827267886582326,50
Taylor,0.5,0PN,"(0.133, 0.267]",0.20818713450292392,1.3936356684211062,1.400391974895314,1.3511098689742047,1.441373508455266,48
Taylor,0.5,0PN,"(0.267, 0.4]",0.330932594644506,1.3209841521934753,1.3275441529095537,1.2937456254619268,1.3574038359728082,38
Taylor,0.5,0PN,"(0.4, 0.533]",0.4590299277605778,1.285850088845173,1.2881229842461817,1.2706170719865457,1.3018042211145906,34
Taylor,0.5,0PN,"(0.533, 0.667]",0.5968253968253967,1.2522588827587766,1.2551496549569847,1.2475973684356854,1.26233147253523,21
Taylor,0.5,0PN,"(0.667, 0.8]",0.7282651072124756,1.2322914512430687,1.2315000798924163,1.2291365446533895,1.2357398770705528,9
Taylor,0.5,1PN,"(-0.801, -0.667]",-0.7282651072124756,1.9230988841303551,1.9295988778403523,1.8830377271255323,1.9837185646739488,9
Taylor,0.5,1PN,"(-0.667, -0.533]",-0.5968253968253968,1.6961791823325938,1.695893577407363,1.637419920234917,1.7547693615386677,21
Taylor,0.5,1PN,"(-0.533, -0.4]",-0.45902992776057794,1.505427649559232,1.5058409219794633,1.4391722332445034,1.579377279348476,34
Taylor,0.5,1PN,"(-0.4, -0.267]",-0.33093259464450603,1.3648503379436565,1.3740255817683729,1.305390119319643,1.4466991372670766,38
Taylor,0.5,1PN,"(-0.267, -0.133]",-0.208187134502924,1.2345085910594573,1.247162093017314,1.1817790383301179,1.3054241792464527,48
Taylor,0.5,1PN,"(-0.133, 0.0]",-0.07017543859649127,1.1195430878781656,1.1286035028900125,1.0770454131446932,1.1724558087725063,50
Taylor,0.5,1PN,"(0.0, 0.133]",0.07017543859649118,1.0380017572997162,1.0441082541801583,1.0058886946851757,1.0766761835977263,50
Taylor,0.5,1PN,"(0.133, 0.267]",0.20818713450292392,0.9807943842926936,0.9861838874198998,0.9630710650938167,1.0053299040948303,48
Taylor,0.5,1PN,"(0.267, 0.4]",0.330932594644506,0.9513471884971056,0.9541383912807594,0.94154660299745,0.9657646720564171,38
Taylor,0.5,1PN,"(0.4, 0.533]",0.4590299277605778,0.9394154453808268,0.9410529831284231,0.9354648997623493,0.9445908710397035,34
Taylor,0.5,1PN,"(0.533, 0.667]",0.5968253968253967,0.9353359526021237,0.9345080669886641,0.93304528533334,0.936549150499398,21
Taylor,0.5,1PN,"(0.667, 0.8]",0.7282651072124756,0.9343930253313136,0.932003463564117,0.9291065416530896,0.9350618658937496,9
Taylor,0.5,2PN,"(-0.801, -0.667]",-0.7282651072124756,1.455052079449887,1.4609297887092167,1.4349929226450835,1.4916693597534567,9
Taylor,0.5,2PN,"(-0.667, -0.533]",-0.5968253968253968,1.3359998157251534,1.3336859280710005,1.2943554108750006,1.3744909125601477,21
Taylor,0.5,2PN,"(-0.533, -0.4]",-0.45902992776057794,1.2313453391310045,1.23261359924719,1.1851298264936587,1.2820938594661158,34
Taylor,0.5,2PN,"(-0.4, -0.267]",-0.33093259464450603,1.164212290098794,1.1676049397041666,1.1076847508644931,1.2202764950028504,38
Taylor,0.5,2PN,"(-0.267, -0.133]",-0.208187134502924,1.09086482126464,1.1003974165496673,1.0442429729189575,1.1443603344554443,48
Taylor,0.5,2PN,"(-0.133, 0.0]",-0.07017543859649127,1.0330630241829868,1.0394745899987234,0.9938066145572989,1.075581384978089,50
Taylor,0.5,2PN,"(0.0, 0.133]",0.07017543859649118,0.9964641763222044,1.0035601993746779,0.9731536324163022,1.0341188705909259,50
Taylor,0.5,2PN,"(0.133, 0.267]",0.20818713450292392,0.982655591256796,0.9870839774289007,0.9674402156923247,1.0082835089099407,48
Taylor,0.5,2PN,"(0.267, 0.4]",0.330932594644506,0.9869967233542918,0.9876154231944769,0.9751350755627629,1.0021549685857087,38
Taylor,0.5,2PN,"(0.4, 0.533]",0.4590299277605778,1.0058852352833532,1.005294701417899,0.9990634683821147,1.0129366603528511,34
Taylor,0.5,2PN,"(0.533, 0.667]",0.5968253968253967,1.0290047549959436,1.03025097461276,1.024108566357731,1.0349373452121022,21
Taylor,0.5,2PN,"(0.667, 0.8]",0.7282651072124756,1.0566277925771042,1.0565492514762416,1.0509213952223684,1.0622830606338298,9
Taylor,0.55,0PN,"(-0.801, -0.667]",-0.7266553480475382,3.1232612645455444,3.127164351598949,3.036050503270169,3.224089273718678,9
Taylor,0.55,0PN,"(-0.667, -0.533]",-0.5958573853989814,2.6600550369601104,2.6722376049561154,2.570229691516688,2.7924505509940825,20
Taylor,0.55,0PN,"(-0.533, -0.4]",-0.4636836628511967,2.325027674750919,2.3347972858684103,2.2117661949149747,2.4393257808863567,31
Taylor,0.55,0PN,"(-0.4, -0.267]",-0.3303096450804431,2.075549886158182,2.0864723647907604,1.9731284725332137,2.2048245414605194,42
Taylor,0.55,0PN,"(-0.267, -0.133]",-0.19966044142614606,1.856078476929071,1.8734371433640644,1.7640681705289794,1.9722827593799028,49
Taylor,0.55,0PN,"(-0.133, 0.0]",-0.06655348047538205,1.6702510630170702,1.6836471588743411,1.6002119732768567,1.7601728016951674,49
Taylor,0.55,0PN,"(0.0, 0.133]",0.06655348047538194,1.5306383153512653,1.5375002979439574,1.4748249490347538,1.596465261982127,49
Taylor,0.55,0PN,"(0.133, 0.267]",0.19966044142614595,1.42924885648942,1.4335380013685748,1.3856868212515097,1.474793013029196,49
Taylor,0.55,0PN,"(0.267, 0.4]",0.33030964508044297,1.362026940439508,1.3658626784912191,1.336652836647128,1.39147284099961,42
Taylor,0.55,0PN,"(0.4, 0.533]",0.4636836628511966,1.318228202151538,1.3216579414539955,1.3057683748583178,1.338039196164283,31
Taylor,0.55,0PN,"(0.533, 0.667]",0.5958573853989813,1.2885570429837832,1.2893106958529277,1.2821846086552162,1.296022738860045,20
Taylor,0.55,0PN,"(0.667, 0.8]",0.7266553480475382,1.2674070944899536,1.2658789372368102,1.261202268641775,1.2709094436197588,9
Taylor,0.55,1PN,"(-0.801, -0.667]",-0.7266553480475382,1.8455564702813985,1.8482809076990039,1.806285939261576,1.8863555003413408,9
Taylor,0.55,1PN,"(-0.667, -0.533]",-0.5958573853989814,1.6406510414541526,1.6407744586414839,1.5933405711924808,1.694720636674758,20
Taylor,0.55,1PN,"(-0.533, -0.4]",-0.4636836628511967,1.475516221156652,1.476182392120971,1.4168867069661801,1.5236342117294406,31
Taylor,0.55,1PN,"(-0.4, -0.267]",-0.3303096450804431,1.3434766788374501,1.3502273117140244,1.2924081040457653,1.4103450935157242,42
Taylor,0.55,1PN,"(-0.267, -0.133]",-0.19966044142614606,1.2304159106724453,1.2404269035645743,1.1853486948603695,1.2914146725712223,49
Taylor,0.55,1PN,"(-0.133, 0.0]",-0.06655348047538205,1.1317972176325313,1.1407847093640842,1.0969616482443532,1.1817149559105888,49
Taylor,0.55,1PN,"(0.0, 0.133]",0.06655348047538194,1.061791430662797,1.0654694213869138,1.0331807846183123,1.0958240212016106,49
Taylor,0.55,1PN,"(0.133, 0.267]",0.19966044142614595,1.0124071723210033,1.0143450616664413,0.990738040814442,1.0339052961452522,49
Taylor,0.55,1PN,"(0.267, 0.4]",0.33030964508044297,0.9844667059120062,0.9850055451588382,0.9712269701099988,0.9966333570512153,42
Taylor,0.55,1PN,"(0.4, 0.533]",0.4636836628511966,0.9686577390480382,0.9694162656735145,0.9638105420131252,0.9731473596895415,31
Taylor,0.55,1PN,"(0.533, 0.667]",0.5958573853989813,0.9630574189950742,0.9623980045838006,0.9610145486864269,0.964242583359487,20
Taylor,0.55,1PN,"(0.667, 0.8]",0.7266553480475382,0.9617285084446454,0.9602483741805045,0.9575173216198448,0.9621945311807534,9
Taylor,0.55,2PN,"(-0.801, -0.667]",-0.7266553480475382,1.410289967415832,1.4101926544292323,1.3902859268125225,1.4303098957808844,9
Taylor,0.55,2PN,"(-0.667, -0.533]",-0.5958573853989814,1.2987189033467483,1.2993003112267423,1.2704997185193876,1.3287041763566187,20
Taylor,0.55,2PN,"(-0.533, -0.4]",-0.4636836628511967,1.2126136870082125,1.2137303404641926,1.1732623445299362,1.2489588921461516,31
Taylor,0.55,2PN,"(-0.4, -0.267]",-0.3303096450804431,1.149582045233445,1.1535600259378276,1.1061724608615484,1.196527678719574,42
Taylor,0.55,2PN,"(-0.267, -0.133]",-0.19966044142614606,1.0942149928579703,1.101800796055864,1.0545486017208177,1.1435425969164266,49
Taylor,0.55,2PN,"(-0.133, 0.0]",-0.06655348047538205,1.051370022857444,1.0548985697297124,1.0149505891794104,1.0850195646509362,49
Taylor,0.55,2PN,"(0.0, 0.133]",0.06655348047538194,1.0203110138000202,1.0251715140451594,0.9988096100485032,1.0493601505804593,49
Taylor,0.55,2PN,"(0.133, 0.267]",0.19966044142614595,1.0132072523290034,1.0138225604367264,0.994644855670986,1.0296512398030684,49
Taylor,0.55,2PN,"(0.267, 0.4]",0.33030964508044297,1.0213182289786857,1.0190660940708722,1.0069279020019417,1.0306334181280694,42
Taylor,0.55,2PN,"(0.4, 0.533]",0.4636836628511966,1.0373412042216792,1.0362358508578395,1.0316513748399814,1.0420711719710107,31
Taylor,0.55,2PN,"(0.533, 0.667]",0.5958573853989813,1.060303550239367,1.0598877535586984,1.0527053100037846,1.0666208813261497,20
Taylor,0.55,2PN,"(0.667, 0.8]",0.7266553480475382,1.0854869234015432,1.0867499132232978,1.0794082429675425,1.091807492476883,9
Taylor,0.6,0PN,"(-0.801, -0.667]",-0.7251461988304093,2.9561771647996884,2.978101980464218,2.8730035750629503,3.053469196198283,9
Taylor,0.6,0PN,"(-0.667, -0.533]",-0.5931578947368421,2.5765330077970816,2.5639210737908797,2.458606875695989,2.6562025073069537,20
Taylor,0.6,0PN,"(-0.533, -0.4]",-0.4610526315789473,2.27169892146775,2.2743049383068414,2.180850011104728,2.3597366862349602,30
Taylor,0.6,0PN,"(-0.4, -0.267]",-0.3307894736842106,2.0340703063683083,2.0393977891355233,1.9506013720001298,2.125589752588632,40
Taylor,0.6,0PN,"(-0.267, -0.133]",-0.19896800825593397,1.850712557957816,1.8609935849067587,1.765604999173143,1.9462248504352717,51
Taylor,0.6,0PN,"(-0.133, 0.0]",-0.06315789473684215,1.674306369120991,1.6812641305577587,1.6059109273387708,1.7449458483628673,52
Taylor,0.6,0PN,"(0.0, 0.133]",0.0684210526315789,1.543936379290121,1.5523751237138983,1.4945910401832132,1.6034381972154335,48
Taylor,0.6,0PN,"(0.133, 0.267]",0.19896800825593391,1.4517412661782283,1.4549418966481127,1.413609726256512,1.4915758179869039,51
Taylor,0.6,0PN,"(0.267, 0.4]",0.33247753530166874,1.3937461072479111,1.3945404098767016,1.3689084003566716,1.4162938957915443,41
Taylor,0.6,0PN,"(0.4, 0.533]",0.463157894736842,1.346462935965072,1.3483233681119913,1.3336370635158876,1.358178024073522,29
Taylor,0.6,0PN,"(0.533, 0.667]",0.593157894736842,1.3149480818966544,1.317583887016166,1.3100881145868066,1.325744994967785,20
Taylor,0.6,0PN,"(0.667, 0.8]",0.7251461988304093,1.2947951867249388,1.293075985910791,1.287534553822158,1.2977010396901556,9
Taylor,0.6,1PN,"(-0.801, -0.667]",-0.7251461988304093,1.7760591529985086,1.7926501019430323,1.7376900437098146,1.8253463839170552,9
Taylor,0.6,1PN,"(-0.667, -0.533]",-0.5931578947368421,1.602035558052107,1.5984645281363143,1.5511351640187803,1.637130142934953,20
Taylor,0.6,1PN,"(-0.533, -0.4]",-0.4610526315789473,1.4532170732829313,1.454116252771621,1.4122529301889084,1.4956947532119211,30
Taylor,0.6,1PN,"(-0.4, -0.267]",-0.3307894736842106,1.333909279651898,1.3342672760842185,1.2865278657708807,1.3765118691203062,40
Taylor,0.6,1PN,"(-0.267, -0.133]",-0.19896800825593397,1.2370511918212015,1.2417787222440217,1.1915475934325697,1.2853587638266109,51
Taylor,0.6,1PN,"(-0.133, 0.0]",-0.06315789473684215,1.1433748065293028,1.1471491806012246,1.1071906175587376,1.1823980686354232,52
Taylor,0.6,1PN,"(0.0, 0.133]",0.0684210526315789,1.0753540496431575,1.0812280090024273,1.0516874173131305,1.1063470700093965,48
Taylor,0.6,1PN,"(0.133, 0.267]",0.19896800825593391,1.0322991530368135,1.0340527489098095,1.0142343477306277,1.051442552653294,51
Taylor,0.6,1PN,"(0.267, 0.4]",0.33247753530166874,1.0084445017693908,1.0084725347965107,0.9967563700726014,1.017053971799145,41
Taylor,0.6,1PN,"(0.4, 0.533]",0.463157894736842,0.9917711213022216,0.9923153535174284,0.9880546456615144,0.9957417804491596,29
Taylor,0.6,1PN,"(0.533, 0.667]",0.593157894736842,0.9853893597874392,0.9849906276902335,0.9839585682384281,0.9869757110600431,20
Taylor,0.6,1PN,"(0.667, 0.8]",0.7251461988304093,0.9841134300904651,0.9828227383638138,0.983174899406011,0.9843875846891949,9
Taylor,0.6,2PN,"(-0.801, -0.667]",-0.7251461988304093,1.3672182689100991,1.3762529066679494,1.3480510798134255,1.3949033396126245,9
Taylor,0.6,2PN,"(-0.667, -0.533]",-0.5931578947368421,1.2780582050552205,1.2734320248859894,1.2445045009524738,1.2980717745994261,20
Taylor,0.6,2PN,"(-0.533, -0.4]",-0.4610526315789473,1.2018221799925797,1.2016910102473688,1.1719373175073873,1.2260402981188867,30
Taylor,0.6,2PN,"(-0.4, -0.267]",-0.3307894736842106,1.1373596224878935,1.144948344191029,1.1125768592177563,1.178147283410646,40
Taylor,0.6,2PN,"(-0.267, -0.133]",-0.19896800825593397,1.0962156670825105,1.1066907036382396,1.0694707902531864,1.143557636056375,51
Taylor,0.6,2PN,"(-0.133, 0.0]",-0.06315789473684215,1.0604736617720445,1.0645409197751419,1.0319278437648616,1.0964115543888806,52
Taylor,0.6,2PN,"(0.0, 0.133]",0.0684210526315789,1.0376504915415554,1.0423907919473885,1.0187941273352408,1.0643624014590936,48
Taylor,0.6,2PN,"(0.133, 0.267]",0.19896800825593391,1.0330992330448143,1.034005685379927,1.015781703612981,1.0515490338694318,51
Taylor,0.6,2PN,"(0.267, 0.4]",0.33247753530166874,1.0450490543835371,1.0437150834416191,1.0337820631624073,1.0541904377923617,41
Taylor,0.6,2PN,"(0.4, 0.533]",0.463157894736842,1.0626703457563265,1.060046264539565,1.0552338130527803,1.0650210643056337,29
Taylor,0.6,2PN,"(0.533, 0.667]",0.593157894736842,1.0829105107521735,1.0834804766751318,1.0770867125300603,1.0899544141356339,20
Taylor,0.6,2PN,"(0.667, 0.8]",0.7251461988304093,1.1095875406701374,1.1109244374226088,1.1023187666697387,1.1148006259933254,9
