PN_order,method,degree,sigma_power,holdout_cut,a_known_min,a_known_max,n_train,n_hidden,status,error,n_eval,nrmse_Ebind,nrmse_chi,nrmse_S,bias_S,max_abs_residual_S,stability_score
0PN,Taylor,4,4.0,12.0,10.0,29.75413675266349,3944,792,success,,2000,1.839938549834112e-07,0.019452516352063076,0.021246814085733836,-0.0010418879712616098,0.0032881876197183857,0.040699514431651894
0PN,Taylor,2,1.0,13.0,10.0,29.75413675266349,3596,1140,success,,2000,1.2801547391578896e-07,0.5121462148150735,0.5576354833447447,-0.04854584709097301,0.10795237891427512,1.069781826175292
0PN,Taylor,2,2.0,13.0,10.0,29.75413675266349,3596,1140,success,,2000,1.280155143191582e-07,0.422364279320457,0.45747149377719853,-0.039209285187902114,0.09067244696290722,0.8798359011131698
0PN,Taylor,2,3.0,13.0,10.0,29.75413675266349,3596,1140,success,,2000,1.2801554028412103e-07,0.3483037819617364,0.37553587420872014,-0.031694237896772774,0.0761080253618136,0.7238397841859968
0PN,Taylor,2,4.0,13.0,10.0,29.75413675266349,3596,1140,success,,2000,1.2801558756628423e-07,0.2870533989160327,0.3082632352054242,-0.025624432574224355,0.06381325662489701,0.5953167621370445
0PN,Taylor,3,1.0,13.0,10.0,29.75413675266349,3596,1140,success,,2000,1.280154867052561e-07,0.15377407573433347,0.16127241731159866,0.012882633642724862,0.0358658171470978,0.31504662106141884
0PN,Taylor,3,2.0,13.0,10.0,29.75413675266349,3596,1140,success,,2000,1.2801554351693037e-07,0.12799778664612654,0.13421435772602405,0.010565487033233185,0.03039934554420043,0.2622122723876941
0PN,Taylor,3,3.0,13.0,10.0,29.75413675266349,3596,1140,success,,2000,1.2801556794900692e-07,0.10657336630896194,0.11172190568414805,0.008671300773331272,0.02574976663932027,0.21829540000867795
0PN,Taylor,3,4.0,13.0,10.0,29.75413675266349,3596,1140,success,,2000,1.2801558029189874e-07,0.08870923731254168,0.09296721627325165,0.007117447950988931,0.02178785877130629,0.18167658160137362
0PN,Taylor,4,1.0,13.0,10.0,29.75413675266349,3596,1140,success,,2000,1.2801556764057887e-07,0.04764988925871587,0.05009109022577217,-0.0036731322637065206,0.012573360670350198,0.09774110750005569
0PN,Taylor,4,2.0,13.0,10.0,29.75413675266349,3596,1140,success,,2000,1.280156099170913e-07,0.03985322116806418,0.041846662006275695,-0.003031025031260194,0.010647235876220407,0.0817000111899498
0PN,Taylor,4,3.0,13.0,10.0,29.75413675266349,3596,1140,success,,2000,1.2801576160009193e-07,0.03334134416728541,0.034972270485734556,-0.0025030564075032655,0.009015738081231461,0.06831374266878157
0PN,Taylor,4,4.0,13.0,10.0,29.75413675266349,3596,1140,success,,2000,1.2801570877146763e-07,0.027895490803111735,0.029231866117993215,-0.002068110048879955,0.007632534699290261,0.05712748493681372
0PN,Taylor,2,1.0,14.0,10.0,29.75413675266349,3274,1462,success,,2000,9.989488239357781e-08,0.4975194203021065,0.5257136177575565,-0.06025057538263309,0.14948116914808018,1.0232331379545454
0PN,Taylor,2,2.0,14.0,10.0,29.75413675266349,3274,1462,success,,2000,9.989489403768078e-08,0.42889451338651974,0.45077636917500513,-0.05093995796530156,0.13051417220339268,0.8796709824564188
0PN,Taylor,2,3.0,14.0,10.0,29.75413675266349,3274,1462,success,,2000,9.989493291928614e-08,0.3696845193371184,0.386685906608912,-0.043100962123532184,0.11391250536120445,0.7563705258409633
0PN,Taylor,2,4.0,14.0,10.0,29.75413675266349,3274,1462,success,,2000,9.989491091116462e-08,0.31841896746850357,0.3316288778393604,-0.03647099021434447,0.09933655609507142,0.6500479452027749
0PN,Taylor,3,1.0,14.0,10.0,29.75413675266349,3274,1462,success,,2000,9.989486170625531e-08,0.16562406946462813,0.16640184670920088,0.017337471866468238,0.05428475746728978,0.33202601606869075
0PN,Taylor,3,2.0,14.0,10.0,29.75413675266349,3274,1462,success,,2000,9.989484707431385e-08,0.14379640229644902,0.1444848122743334,0.014865835335214782,0.04782243177470846,0.2882813144656295
0PN,Taylor,3,3.0,14.0,10.0,29.75413675266349,3274,1462,success,,2000,9.989497953412067e-08,0.12486353197129284,0.12546374428344906,0.012752904977340834,0.042109160448761784,0.25032737614972145
0PN,Taylor,3,4.0,14.0,10.0,29.75413675266349,3274,1462,success,,2000,9.989500602304503e-08,0.1084016391662889,0.10891799672528017,0.010941581381613457,0.03705076618916614,0.2173197357865751
0PN,Taylor,4,1.0,14.0,10.0,29.75413675266349,3274,1462,success,,2000,9.98948707951906e-08,0.05691392101372377,0.057526598576071473,-0.005455657185967088,0.02129802177165807,0.11444061948466604
0PN,Taylor,4,2.0,14.0,10.0,29.75413675266349,3274,1462,success,,2000,9.989517837520577e-08,0.049594457486822036,0.05006839938838981,-0.004700564769317267,0.018730636416860236,0.09966295677039022
0PN,Taylor,4,3.0,14.0,10.0,29.75413675266349,3274,1462,success,,2000,9.989508028741811e-08,0.04322269485211683,0.0435875257356048,-0.00405207350658342,0.016472677694709503,0.0868103204828019
0PN,Taylor,4,4.0,14.0,10.0,29.75413675266349,3274,1462,success,,2000,9.989511176355846e-08,0.03767093166430494,0.03794998315582481,-0.0034943504193694287,0.01448536765475339,0.07562101471524152
0PN,Taylor,2,1.0,15.0,10.0,29.75413675266349,2975,1761,success,,2000,8.357839723438832e-08,0.49390919674968004,0.5072237831198281,-0.07202735951679848,0.19564091490540214,1.0011330634479054
0PN,Taylor,2,2.0,15.0,10.0,29.75413675266349,2975,1761,success,,2000,8.357833266771832e-08,0.43997988298479906,0.44947700407714136,-0.06305433725465584,0.17580318078267076,0.8894569706402731
0PN,Taylor,2,3.0,15.0,10.0,29.75413675266349,2975,1761,success,,2000,8.357833637164941e-08,0.39188502635361694,0.3984270477655939,-0.05523475288280549,0.1579514276566094,0.7903121576975471
0PN,Taylor,2,4.0,15.0,10.0,29.75413675266349,2975,1761,success,,2000,8.357833895292037e-08,0.3488329538312164,0.3530945581625898,-0.04838811447715337,0.14182758773127446,0.7019275955721451
0PN,Taylor,3,1.0,15.0,10.0,29.75413675266349,2975,1761,success,,2000,8.3578262754929e-08,0.1786294325768988,0.1720064845995307,0.022071441352420784,0.07593811639874204,0.35063600075469226
0PN,Taylor,3,2.0,15.0,10.0,29.75413675266349,2975,1761,success,,2000,8.357842670740312e-08,0.16000364214604232,0.15412241976877444,0.019568309686575188,0.06883763209213356,0.31412614549324347
0PN,Taylor,3,3.0,15.0,10.0,29.75413675266349,2975,1761,success,,2000,8.357826915919058e-08,0.14333099856357986,0.13809855380803712,0.01735490791471271,0.06237857726926954,0.2814296359498861
0PN,Taylor,3,4.0,15.0,10.0,29.75413675266349,2975,1761,success,,2000,8.357828094968333e-08,0.12837935201776926,0.12371690809551905,0.015393500960459803,0.05649637629528925,0.2520963436915693
0PN,Taylor,4,1.0,15.0,10.0,29.75413675266349,2975,1761,success,,2000,8.357855120694473e-08,0.0667167114872653,0.06494859064720812,-0.007533366446314676,0.032732845132130706,0.1316653857130246
0PN,Taylor,4,2.0,15.0,10.0,29.75413675266349,2975,1761,success,,2000,8.357866402613567e-08,0.059930498901203534,0.05827179225018423,-0.006703671165524852,0.029604906808929243,0.1182023747300518
0PN,Taylor,4,3.0,15.0,10.0,29.75413675266349,2975,1761,success,,2000,8.357856459705988e-08,0.05383905198667718,0.05228980663920198,-0.005967460170027143,0.02677647868086197,0.10612894220444376
0PN,Taylor,4,4.0,15.0,10.0,29.75413675266349,2975,1761,success,,2000,8.35784304805492e-08,0.04836773514421972,0.04692618161018594,-0.00531352633057193,0.024217328225477175,0.09529400033283614
